Image_ID,X-axis,Y-axis,Z-axis,roll,pitch,yaw,,,,,,,
img_000001.png,0.170759138,-0.104822248,-0.553851384,0.209358557,-0.326983654,-0.774808212,,,,,,,
img_000002.png,1.087537003,1.377195689,-1.527417247,-0.887401464,1.210363352,-0.742963714,,1.00020004,1.00020004,1.00020004,1.00020004,1.00020004,1.000033334
img_000003.png,1.656221697,-1.110334361,-1.487539294,1.571732484,-0.512054459,-0.802920486,,,,,,,
img_000004.png,-0.187537412,1.207894907,0.195910436,0.711384703,-1.255655156,0.949590831,,,,,,,
img_000005.png,-0.642870749,-1.456885916,0.100642673,1.385461444,-1.268425332,-1.704787731,,,,,,,
img_000006.png,-0.699485163,1.519640367,-0.262617003,-0.603432505,-1.633491122,0.99444628,,,,,,,
img_000007.png,1.157459522,-0.932887157,1.673387104,-0.078228438,-0.410509134,-1.261853985,,,,,,,
img_000008.png,-1.027602748,1.712733322,1.484767231,0.441012119,-1.325625203,-1.308822638,,,,,,,
img_000009.png,1.368369959,1.405911336,1.426394292,0.251069583,0.499961243,-1.08681387,,,,,,,
img_000010.png,1.4665967,0.409868568,1.508124248,1.584447541,-1.351363317,1.457145326,,,,,,,
img_000011.png,-1.003730754,1.144481799,1.495125894,-0.377078946,1.180888028,-0.180057183,,,,,,,
img_000012.png,0.492040647,0.8363904,1.401414829,0.361684908,-1.588576824,-0.631122699,,,,,,,
img_000013.png,0.651006396,-0.337756695,-0.140215635,1.090403983,0.364730524,-0.436860268,,,,,,,
img_000014.png,0.272277804,0.193966143,1.697111652,-0.569387199,-0.582336543,1.67532104,,,,,,,
img_000015.png,-0.44759366,-0.509782122,1.247080717,-1.343020533,1.238012242,0.932520091,,,,,,,
img_000016.png,-1.056211263,0.201109639,0.098755604,0.774628084,-0.223644575,-0.384174269,,,,,,,
img_000017.png,-1.199852239,0.753530012,0.794136078,0.710599785,1.679029748,-1.749200795,,,,,,,
img_000018.png,1.531472435,0.67324709,0.592840462,-1.670400774,0.616692352,0.852917194,,,,,,,
img_000019.png,-1.467960113,0.897691604,0.196365358,-0.944434361,1.117746487,-0.818451656,,,,,,,
img_000020.png,0.343322783,0.469646741,0.977921282,1.05425252,-1.574831523,-0.853304554,,,,,,,
img_000021.png,-0.544933248,0.597673215,-1.096875676,1.103398359,-0.140270508,-0.657948072,,,,,,,
img_000022.png,1.431575134,-0.986442736,1.446867413,0.377271904,1.625782481,1.392119278,,,,,,,
img_000023.png,1.668487485,0.503425557,0.165968894,1.695016816,-1.547623025,0.701204618,,,,,,,
img_000024.png,0.767579395,-1.038120966,1.644413802,-0.621764023,-1.308657688,0.12241378,,,,,,,
img_000025.png,0.640389693,-0.28309317,1.067894554,0.163698044,1.731941623,1.097933524,,,,,,,
img_000026.png,-0.021295765,-0.371098977,-1.571666166,1.330381816,-1.455376683,-0.738759345,,,,,,,
img_000027.png,-1.217851577,1.049784221,-0.841109281,1.303939325,-1.358491821,0.797126386,,,,,,,
img_000028.png,-0.04333834,1.617185706,-0.173467204,0.815707522,-0.159622217,-1.262900029,,,,,,,
img_000029.png,1.196473617,0.291391688,-0.073538941,-0.699002013,0.665923067,0.192785182,,,,,,,
img_000030.png,-0.402558397,1.621156895,1.567530766,1.736643275,-0.756968439,0.252668444,,,,,,,
img_000031.png,-0.971302099,-0.009027484,0.477024845,0.015644202,-0.560844059,-1.11841606,,,,,,,
img_000032.png,-0.716571299,-0.286876299,-0.697251646,-0.17471518,-0.813227462,0.072529944,,,,,,,
img_000033.png,-0.89467145,1.687491369,0.829933209,0.914852914,-1.335751976,0.247664859,,,,,,,
img_000034.png,-0.177957283,0.319411312,-0.652486346,-0.622681675,-1.196838322,-0.29618883,,,,,,,
img_000035.png,0.144008495,0.519759686,0.973135209,1.370690253,-1.551382737,-0.603746061,,,,,,,
img_000036.png,-0.616919507,-1.546387725,1.367494149,0.844497021,-0.009927793,1.004891743,,,,,,,
img_000037.png,-0.594153608,-1.096441713,-1.630768655,0.020213458,-0.374897141,0.50861977,,,,,,,
img_000038.png,0.255457146,-1.52058596,0.510669469,-1.607282513,-1.228269817,-1.508136826,,,,,,,
img_000039.png,-0.388000194,-1.232582355,0.116433447,0.955598022,-0.006753146,1.244268593,,,,,,,
img_000040.png,0.081925692,1.19871795,-0.305319228,1.365472914,0.930658228,0.42731649,,,,,,,
img_000041.png,-0.928001369,1.689257632,0.164609845,0.132437287,0.809966357,-0.623061982,,,,,,,
img_000042.png,0.03154636,1.225871957,-1.321228362,-0.123697718,1.190662435,-1.012525593,,,,,,,
img_000043.png,1.197850266,-1.098149918,-1.500062716,0.692587828,-1.36972727,0.392583789,,,,,,,
img_000044.png,-1.432719248,-0.046758203,1.16967252,1.315754256,0.45600161,-0.744125964,,,,,,,
img_000045.png,0.064605352,-0.221561797,1.364183918,0.321985953,0.899490744,-0.516552876,,,,,,,
img_000046.png,-1.699232861,1.581812059,-0.681608497,0.287430191,1.160223038,0.760722568,,,,,,,
img_000047.png,0.715928262,-0.849242659,-1.686945391,0.212070929,-1.308808213,0.811823928,,,,,,,
img_000048.png,-1.122216969,-0.792342921,0.619698826,-0.703620604,1.573434287,-0.186406349,,,,,,,
img_000049.png,-1.528207484,0.526638662,0.905338361,-1.523917736,-1.603087777,-0.947976969,,,,,,,
img_000050.png,-1.435272063,1.595736251,-0.002649726,0.545106296,0.680526125,0.014745238,,,,,,,
img_000051.png,1.221123017,-0.541088847,1.081793359,1.278399191,-1.30047156,1.39836994,,,,,,,
img_000052.png,0.404244951,-0.8246936,-0.070601346,0.887625176,0.048676373,-0.420043154,,,,,,,
img_000053.png,0.984854223,1.342208711,1.204908554,-1.093138631,-0.439331503,0.376077413,,,,,,,
img_000054.png,-0.596414522,0.731211682,0.060779013,-0.81788957,-1.630663378,1.090887705,,,,,,,
img_000055.png,-1.510205939,-0.22483548,-0.151156427,1.172049449,-0.343214529,0.319569314,,,,,,,
img_000056.png,1.524741661,0.682201297,1.466432733,-0.683818111,-1.125519074,0.804120339,,,,,,,
img_000057.png,1.650410808,0.12294546,-1.590117458,-0.519015931,-1.687416542,-0.663379887,,,,,,,
img_000058.png,-1.489531679,0.486236907,-0.312334786,0.859496264,-0.646901759,-0.639391279,,,,,,,
img_000059.png,-1.636526104,0.808426415,-1.173275204,0.628042705,0.970626441,-1.660713583,,,,,,,
img_000060.png,-0.060278392,-0.880591767,-1.237230534,-0.458613537,-0.057916618,-1.320577636,,,,,,,
img_000061.png,0.48976189,-0.687001253,-0.499873505,1.718935517,1.428023704,1.352428855,,,,,,,
img_000062.png,-0.870541683,1.247487587,0.448379463,1.500974056,-1.512069453,0.325523788,,,,,,,
img_000063.png,0.474219504,-0.289059405,-1.311984543,-1.161399133,-0.075857898,1.594526595,,,,,,,
img_000064.png,-0.295321086,0.341544339,0.470526894,0.060787284,0.376556068,-0.259201446,,,,,,,
img_000065.png,-1.029833428,1.370372158,0.360493768,1.072079686,-0.631844296,-1.145908837,,,,,,,
img_000066.png,0.744964214,1.395880277,-0.76181279,1.148009568,1.252527143,0.611103862,,,,,,,
img_000067.png,1.275426234,-1.27429726,1.227610956,1.712832364,-1.185984054,1.064309061,,,,,,,
img_000068.png,-0.775397447,0.926765664,-0.825888793,1.315935568,-0.963018936,-1.190535306,,,,,,,
img_000069.png,-0.475995496,1.000744742,0.823162875,0.727088383,-1.178155555,-0.017902183,,,,,,,
img_000070.png,0.139063373,-1.105246903,-0.431320564,-0.256681848,-1.075032577,1.486912583,,,,,,,
img_000071.png,-0.448330678,0.815766471,0.541907171,0.751443032,-0.550996955,0.955241859,,,,,,,
img_000072.png,-1.114204532,-0.835781965,-0.036694142,-0.77712037,-0.567821379,0.868642699,,,,,,,
img_000073.png,1.217283738,-1.589881021,-1.37567035,1.069686201,-1.407095567,-0.970548085,,,,,,,
img_000074.png,0.910911861,-1.191747613,-1.277222421,0.451594268,0.595741048,1.605333211,,,,,,,
img_000075.png,0.390704734,1.676235021,0.521411997,0.157257459,0.715962133,-0.825467253,,,,,,,
img_000076.png,1.08611085,0.486187557,-1.252303193,-0.461749238,0.981039923,-0.630469153,,,,,,,
img_000077.png,-1.569065242,0.792737895,1.268030405,1.180807027,1.386717408,-0.555878286,,,,,,,
img_000078.png,0.261599415,0.920701666,0.292440057,1.530355083,-0.66523012,-0.721951238,,,,,,,
img_000079.png,0.317434444,-0.0550009,0.071418225,0.663046758,0.836731306,-0.009818466,,,,,,,
img_000080.png,-1.099177401,0.161092956,-0.923765007,-0.138301088,1.527803547,-1.721038634,,,,,,,
img_000081.png,0.638488415,0.159580665,1.55331956,0.432401324,1.554404944,0.095348549,,,,,,,
img_000082.png,0.963098393,0.075234137,1.231817555,-0.480666769,0.398516905,1.167502196,,,,,,,
img_000083.png,1.625686405,0.412775161,-1.102112791,-0.940581389,-1.166736949,0.126094921,,,,,,,
img_000084.png,1.255601139,-0.603983268,-0.696980694,0.316931873,-1.248223365,-0.593655021,,,,,,,
img_000085.png,-1.015151854,-0.714158421,-0.136430677,1.020581653,0.151525109,0.188708385,,,,,,,
img_000086.png,-1.022218907,-0.598633258,0.941133858,-1.365115745,-0.920371136,-1.250990487,,,,,,,
img_000087.png,-1.34437495,-1.539855776,0.632832757,0.053185127,1.360445088,-1.200938999,,,,,,,
img_000088.png,0.243197603,0.284908379,0.019782132,-0.086179903,0.973993721,-1.520051647,,,,,,,
img_000089.png,0.860347033,-0.366560945,-1.448245512,1.532189338,1.706781269,1.451758845,,,,,,,
img_000090.png,0.344885868,0.272936301,-0.731313417,1.357523821,0.290585802,1.397888623,,,,,,,
img_000091.png,-0.812857119,0.513310084,-1.524574189,0.989703787,-1.477079693,-0.477855145,,,,,,,
img_000092.png,1.688137271,0.326643541,-1.153568998,-0.910735136,0.530603566,-0.647584698,,,,,,,
img_000093.png,-1.618825868,-1.595998692,-0.016731072,0.527053836,-0.533380628,0.445031307,,,,,,,
img_000094.png,-0.648149806,-0.90061776,-1.516895645,-0.863713505,-0.79643534,-1.090012052,,,,,,,
img_000095.png,-1.077493979,-0.312895766,1.624119138,0.581039062,-0.693839464,1.507600134,,,,,,,
img_000096.png,1.161913356,0.178883978,0.477829739,1.02006286,-0.942462103,0.863903364,,,,,,,
img_000097.png,0.001948354,0.366513289,-0.635789811,-0.170377649,-1.105794472,1.0387923,,,,,,,
img_000098.png,-0.829802527,-0.099928915,0.528363238,-0.607097338,0.26180294,0.983031516,,,,,,,
img_000099.png,-0.487157072,0.631938141,-0.339875533,0.772161404,-1.337335518,-0.452883908,,,,,,,
img_000100.png,0.61774032,-1.567129642,-1.469840012,1.654013986,-0.1946803,-1.418507886,,,,,,,
img_000101.png,1.412203299,0.77094409,1.093246856,1.616828154,-0.151199068,-0.043157038,,,,,,,
img_000102.png,-1.529966802,0.234656239,-0.797311608,-1.430380074,0.333426495,0.331454936,,,,,,,
img_000103.png,-0.925807088,0.108155344,-0.655573812,-1.35755724,-1.063341999,1.371123299,,,,,,,
img_000104.png,-1.644039864,-1.683940022,-0.340612433,-0.943526161,1.506096854,-0.4079143,,,,,,,
img_000105.png,-1.362891521,-0.930831957,1.357347429,0.170363399,0.452039795,-0.405108714,,,,,,,
img_000106.png,-0.304519324,0.404494657,-1.375890257,-0.754156083,1.280121296,0.813709869,,,,,,,
img_000107.png,1.528910018,0.503936535,1.54401612,-1.561495207,1.149763899,0.274038246,,,,,,,
img_000108.png,1.230051317,1.590120076,-0.305110144,1.04531048,1.446975416,0.561399274,,,,,,,
img_000109.png,-1.068730932,-0.963267401,-0.144518201,1.20426805,-1.236446604,0.094277528,,,,,,,
img_000110.png,0.483375959,-1.205590782,-1.109287409,-0.221714671,1.391435665,1.171689013,,,,,,,
img_000111.png,1.591591601,0.000483325,-0.228720621,0.530050369,-0.973156828,-1.678611022,,,,,,,
img_000112.png,-0.216513998,0.308996359,-0.465581414,-1.449018286,0.04176165,-0.307572777,,,,,,,
img_000113.png,1.479146538,1.39070199,-1.064096997,-1.026490503,1.221587881,1.016939794,,,,,,,
img_000114.png,0.636378998,0.297913025,-0.108805602,1.530994204,-1.628936416,0.328746452,,,,,,,
img_000115.png,0.351651484,0.18602441,0.793081671,-1.402548271,1.351124099,1.668293038,,,,,,,
img_000116.png,-0.459866812,0.259285789,0.897422964,1.228105351,0.414467848,-0.2438981,,,,,,,
img_000117.png,0.818172186,0.335047354,1.426342837,-0.883759672,0.363903227,-1.01770718,,,,,,,
img_000118.png,0.105035,-1.375045483,-1.050075069,-0.632248197,1.03194885,1.384397872,,,,,,,
img_000119.png,0.804557973,-0.848244056,0.496363521,-1.706411559,0.158429947,0.219446179,,,,,,,
